service_id,date,exception_type
000063,20220423,1
000063,20220430,1
000064,20220320,1
000064,20220327,1
000065,20220320,1
000065,20220327,1
000065,20220424,1
000065,20220501,1
000066,20220220,1
000066,20220227,1
000066,20220304,1
000066,20220311,1
000066,20220313,1
000066,20220318,1
000066,20220325,1
000066,20220401,1
000066,20220403,1
000066,20220408,1
000066,20220410,1
000066,20220415,1
000066,20220418,1
000066,20220422,1
000066,20220429,1
000066,20220506,1
000066,20220508,1
000067,20220319,1
000067,20220423,1
000067,20220430,1
000068,20220219,1
000068,20220226,1
000068,20220305,1
000068,20220312,1
000068,20220402,1
000068,20220409,1
000068,20220416,1
000068,20220507,1
000069,20220211,1
000069,20220213,1
000070,20220220,1
000070,20220227,1
000070,20220304,1
000070,20220311,1
000070,20220313,1
000070,20220318,1
000070,20220325,1
000070,20220401,1
000070,20220403,1
000070,20220408,1
000070,20220410,1
000070,20220415,1
000070,20220417,1
000070,20220418,1
000070,20220422,1
000070,20220429,1
000070,20220506,1
000070,20220508,1
000071,20220306,1
000072,20220220,1
000072,20220227,1
000073,20220417,1
000073,20220418,1
000073,20220424,1
000073,20220501,1
000073,20220508,1
000074,20220403,1
000074,20220410,1
000075,20220415,1
000075,20220417,1
000075,20220422,1
000076,20220416,1
000076,20220423,1
000077,20220218,1
000077,20220220,1
000077,20220225,1
000077,20220228,1
000077,20220301,1
000077,20220302,1
000077,20220303,1
000077,20220304,1
000077,20220307,1
000077,20220308,1
000077,20220309,1
000077,20220310,1
000077,20220314,1
000077,20220315,1
000077,20220316,1
000077,20220317,1
000077,20220321,1
000077,20220322,1
000077,20220323,1
000077,20220324,1
000077,20220328,1
000077,20220329,1
000077,20220330,1
000077,20220331,1
000077,20220404,1
000077,20220405,1
000077,20220406,1
000077,20220407,1
000077,20220410,1
000077,20220411,1
000077,20220412,1
000077,20220413,1
000077,20220414,1
000077,20220418,1
000077,20220419,1
000077,20220420,1
000077,20220421,1
000077,20220425,1
000077,20220426,1
000077,20220427,1
000077,20220428,1
000077,20220429,1
000077,20220501,1
000077,20220502,1
000077,20220503,1
000077,20220504,1
000077,20220505,1
000078,20220227,1
000078,20220306,1
000078,20220311,1
000078,20220313,1
000078,20220318,1
000078,20220320,1
000078,20220325,1
000078,20220327,1
000078,20220401,1
000078,20220403,1
000078,20220408,1
000078,20220506,1
000078,20220508,1
000079,20220312,1
000079,20220319,1
000079,20220326,1
000079,20220402,1
000079,20220409,1
000079,20220430,1
000079,20220507,1
000080,20220220,1
000080,20220227,1
000080,20220306,1
000080,20220313,1
000080,20220320,1
000080,20220327,1
000080,20220403,1
000080,20220410,1
000080,20220417,1
000080,20220418,1
000080,20220424,1
000080,20220501,1
000080,20220508,1
000081,20220219,1
000081,20220220,1
000081,20220221,1
000081,20220226,1
000081,20220227,1
000081,20220228,1
000081,20220301,1
000081,20220302,1
000081,20220303,1
000081,20220304,1
000081,20220305,1
000081,20220306,1
000082,20220416,1
000082,20220417,1
000082,20220423,1
000082,20220424,1
000083,20220307,1
000083,20220308,1
000083,20220309,1
000083,20220310,1
000083,20220311,1
000083,20220312,1
000083,20220313,1
000084,20220314,1
000084,20220315,1
000084,20220316,1
000084,20220317,1
000084,20220318,1
000084,20220319,1
000084,20220320,1
000084,20220321,1
000084,20220322,1
000084,20220323,1
000084,20220324,1
000084,20220325,1
000084,20220326,1
000084,20220327,1
000084,20220328,1
000084,20220329,1
000084,20220330,1
000084,20220331,1
000084,20220401,1
000085,20220425,1
000086,20220402,1
000086,20220403,1
000086,20220404,1
000086,20220405,1
000086,20220406,1
000086,20220407,1
000086,20220408,1
000086,20220409,1
000086,20220410,1
000086,20220411,1
000086,20220412,1
000086,20220413,1
000086,20220414,1
000086,20220415,1
000086,20220419,1
000086,20220420,1
000086,20220421,1
000086,20220422,1
000086,20220426,1
000086,20220427,1
000086,20220428,1
000086,20220429,1
000086,20220430,1
000086,20220501,1
000086,20220502,1
000086,20220503,1
000086,20220504,1
000086,20220505,1
000086,20220506,1
000087,20220207,1
000087,20220212,1
000087,20220213,1
000087,20220214,1
000088,20220218,1
000088,20220220,1
000088,20220225,1
000088,20220227,1
000088,20220304,1
000088,20220306,1
000088,20220311,1
000088,20220313,1
000088,20220318,1
000088,20220320,1
000088,20220325,1
000088,20220327,1
000088,20220401,1
000088,20220403,1
000088,20220408,1
000088,20220410,1
000088,20220415,1
000088,20220418,1
000088,20220422,1
000088,20220424,1
000088,20220429,1
000088,20220501,1
000088,20220506,1
000088,20220508,1
000089,20220305,1
000089,20220312,1
000089,20220319,1
000089,20220402,1
000089,20220409,1
000089,20220416,1
000089,20220423,1
000089,20220430,1
000089,20220507,1
000090,20220401,1
000090,20220408,1
000090,20220415,1
000090,20220422,1
000090,20220429,1
000090,20220506,1
000091,20220218,1
000091,20220225,1
000091,20220304,1
000091,20220311,1
000091,20220318,1
000091,20220325,1
000092,20220207,1
000092,20220208,1
000092,20220209,1
000092,20220210,1
000092,20220213,1
000092,20220214,1
000092,20220215,1
000092,20220216,1
000092,20220217,1
000092,20220220,1
000092,20220221,1
000092,20220222,1
000092,20220223,1
000092,20220224,1
000092,20220227,1
000092,20220228,1
000092,20220301,1
000092,20220302,1
000092,20220303,1
000092,20220306,1
000092,20220307,1
000092,20220308,1
000092,20220309,1
000092,20220310,1
000092,20220313,1
000092,20220314,1
000092,20220315,1
000092,20220316,1
000092,20220317,1
000092,20220320,1
000092,20220321,1
000092,20220322,1
000092,20220323,1
000092,20220324,1
000092,20220327,1
000092,20220328,1
000092,20220329,1
000092,20220330,1
000092,20220331,1
000092,20220403,1
000092,20220404,1
000092,20220405,1
000092,20220406,1
000092,20220407,1
000092,20220410,1
000092,20220411,1
000092,20220412,1
000092,20220413,1
000092,20220414,1
000092,20220418,1
000092,20220419,1
000092,20220420,1
000092,20220421,1
000092,20220424,1
000092,20220425,1
000092,20220426,1
000092,20220427,1
000092,20220428,1
000092,20220501,1
000092,20220502,1
000092,20220503,1
000092,20220504,1
000092,20220505,1
000092,20220508,1
000093,20220311,1
000093,20220318,1
000093,20220325,1
000093,20220401,1
000093,20220408,1
000093,20220415,1
000094,20220422,1
000094,20220429,1
000094,20220506,1
000095,20220211,1
000095,20220218,1
000095,20220225,1
000095,20220304,1
000096,20220415,1
000096,20220422,1
000097,20220211,1
000097,20220318,1
000097,20220325,1
000097,20220401,1
000097,20220506,1
000098,20220408,1
000098,20220429,1
000099,20220313,1
000099,20220320,1
000099,20220327,1
000099,20220403,1
000099,20220410,1
000099,20220418,1
000100,20220213,1
000100,20220417,1
000100,20220424,1
000100,20220501,1
000100,20220508,1
000101,20220212,1
000101,20220312,1
000101,20220319,1
000101,20220326,1
000101,20220402,1
000101,20220409,1
000101,20220416,1
000101,20220423,1
000101,20220430,1
000101,20220507,1
000102,20220216,1
000102,20220217,1
000102,20220219,1
000102,20220221,1
000102,20220222,1
000102,20220223,1
000102,20220224,1
000102,20220226,1
000102,20220228,1
000102,20220301,1
000102,20220302,1
000102,20220303,1
000103,20220307,1
000103,20220308,1
000103,20220309,1
000103,20220310,1
000103,20220312,1
000103,20220314,1
000103,20220315,1
000103,20220316,1
000103,20220317,1
000103,20220319,1
000103,20220321,1
000103,20220322,1
000103,20220323,1
000103,20220324,1
000103,20220326,1
000103,20220328,1
000103,20220329,1
000103,20220330,1
000103,20220331,1
000103,20220402,1
000103,20220404,1
000103,20220405,1
000103,20220406,1
000103,20220407,1
000103,20220409,1
000103,20220411,1
000103,20220412,1
000103,20220413,1
000103,20220414,1
000103,20220416,1
000103,20220419,1
000103,20220420,1
000103,20220421,1
000103,20220423,1
000103,20220425,1
000103,20220426,1
000103,20220427,1
000103,20220428,1
000103,20220430,1
000103,20220502,1
000103,20220503,1
000103,20220504,1
000103,20220505,1
000103,20220507,1
000104,20220207,1
000104,20220208,1
000104,20220209,1
000104,20220210,1
000104,20220212,1
000104,20220214,1
000104,20220215,1
000105,20220403,1
000105,20220501,1
000106,20220417,1
000106,20220418,1
000106,20220424,1
000107,20220508,1
000108,20220227,1
000109,20220423,1
000110,20220228,1
000110,20220302,1
000110,20220303,1
000110,20220304,1
000110,20220307,1
000110,20220308,1
000110,20220309,1
000110,20220310,1
000110,20220311,1
000110,20220314,1
000110,20220315,1
000110,20220316,1
000110,20220317,1
000111,20220221,1
000112,20220301,1
000113,20220318,1
000113,20220321,1
000113,20220322,1
000113,20220323,1
000113,20220324,1
000113,20220325,1
000113,20220328,1
000113,20220329,1
000113,20220330,1
000113,20220331,1
000113,20220401,1
000113,20220404,1
000113,20220405,1
000113,20220406,1
000113,20220407,1
000113,20220408,1
000113,20220412,1
000113,20220413,1
000113,20220414,1
000113,20220419,1
000113,20220420,1
000113,20220421,1
000113,20220422,1
000113,20220426,1
000113,20220427,1
000113,20220428,1
000113,20220429,1
000113,20220502,1
000113,20220503,1
000113,20220504,1
000113,20220505,1
000114,20220319,1
000114,20220326,1
000114,20220402,1
000115,20220411,1
000115,20220506,1
000116,20220409,1
000116,20220430,1
000116,20220507,1
000117,20220415,1
000118,20220416,1
000119,20220216,1
000119,20220217,1
000119,20220218,1
000119,20220221,1
000119,20220222,1
000119,20220223,1
000119,20220224,1
000119,20220225,1
000119,20220228,1
000119,20220301,1
000119,20220302,1
000119,20220303,1
000119,20220304,1
000119,20220307,1
000119,20220308,1
000119,20220309,1
000119,20220310,1
000119,20220311,1
000120,20220401,1
000120,20220408,1
000120,20220422,1
000120,20220429,1
000120,20220506,1
000121,20220314,1
000121,20220315,1
000121,20220316,1
000121,20220317,1
000121,20220318,1
000121,20220321,1
000121,20220322,1
000121,20220323,1
000121,20220324,1
000121,20220325,1
000121,20220328,1
000121,20220329,1
000121,20220330,1
000121,20220331,1
000121,20220404,1
000121,20220405,1
000121,20220406,1
000121,20220407,1
000121,20220411,1
000121,20220412,1
000121,20220413,1
000121,20220414,1
000121,20220419,1
000121,20220420,1
000121,20220421,1
000121,20220425,1
000121,20220426,1
000121,20220427,1
000121,20220428,1
000121,20220502,1
000121,20220503,1
000121,20220504,1
000121,20220505,1
000122,20220214,1
000122,20220215,1
000123,20220207,1
000123,20220208,1
000123,20220209,1
000123,20220210,1
000123,20220211,1
000124,20220216,1
000124,20220217,1
000124,20220218,1
000124,20220221,1
000124,20220222,1
000124,20220223,1
000124,20220224,1
000124,20220225,1
000124,20220228,1
000124,20220301,1
000124,20220302,1
000124,20220303,1
000124,20220304,1
000125,20220329,1
000125,20220330,1
000125,20220331,1
000125,20220405,1
000125,20220406,1
000125,20220407,1
000125,20220412,1
000125,20220413,1
000125,20220414,1
000125,20220420,1
000125,20220421,1
000125,20220426,1
000125,20220427,1
000125,20220428,1
000125,20220503,1
000125,20220504,1
000125,20220505,1
000126,20220307,1
000126,20220308,1
000126,20220309,1
000126,20220310,1
000126,20220311,1
000126,20220314,1
000126,20220315,1
000126,20220316,1
000126,20220317,1
000126,20220318,1
000126,20220321,1
000126,20220322,1
000126,20220323,1
000126,20220324,1
000126,20220325,1
000126,20220328,1
000126,20220401,1
000126,20220404,1
000126,20220408,1
000126,20220411,1
000126,20220415,1
000126,20220419,1
000126,20220422,1
000126,20220425,1
000126,20220429,1
000126,20220502,1
000126,20220506,1
000127,20220208,1
000127,20220209,1
000127,20220210,1
000127,20220211,1
000127,20220214,1
000127,20220215,1
000128,20220307,1
000128,20220308,1
000128,20220309,1
000128,20220310,1
000128,20220311,1
000128,20220314,1
000128,20220315,1
000128,20220316,1
000128,20220317,1
000128,20220318,1
000128,20220321,1
000128,20220322,1
000128,20220323,1
000128,20220324,1
000129,20220312,1
000129,20220319,1
000130,20220325,1
000130,20220328,1
000130,20220401,1
000130,20220404,1
000130,20220408,1
000130,20220411,1
000130,20220419,1
000130,20220422,1
000130,20220425,1
000130,20220429,1
000130,20220502,1
000131,20220326,1
000131,20220329,1
000131,20220330,1
000131,20220331,1
000131,20220402,1
000131,20220405,1
000131,20220406,1
000131,20220407,1
000131,20220409,1
000131,20220412,1
000131,20220413,1
000131,20220414,1
000131,20220420,1
000131,20220421,1
000131,20220423,1
000131,20220426,1
000131,20220427,1
000131,20220428,1
000131,20220430,1
000131,20220503,1
000131,20220504,1
000132,20220506,1
000133,20220228,1
000133,20220301,1
000133,20220302,1
000133,20220303,1
000133,20220304,1
000134,20220505,1
000134,20220507,1
000135,20220320,1
000135,20220327,1
000135,20220403,1
000135,20220410,1
000135,20220417,1
000135,20220418,1
000135,20220424,1
000135,20220501,1
000136,20220313,1
000136,20220508,1
000137,20220216,1
000137,20220217,1
000137,20220218,1
000137,20220222,1
000137,20220223,1
000137,20220224,1
000137,20220225,1
000137,20220228,1
000137,20220301,1
000137,20220302,1
000137,20220303,1
000137,20220304,1
000138,20220307,1
000138,20220308,1
000138,20220309,1
000138,20220310,1
000138,20220311,1
000138,20220314,1
000138,20220315,1
000138,20220316,1
000138,20220317,1
000138,20220318,1
000138,20220321,1
000138,20220322,1
000138,20220323,1
000138,20220324,1
000138,20220325,1
000138,20220328,1
000138,20220329,1
000138,20220330,1
000138,20220331,1
000138,20220404,1
000138,20220405,1
000138,20220406,1
000138,20220407,1
000138,20220411,1
000138,20220412,1
000138,20220413,1
000138,20220414,1
000138,20220419,1
000138,20220420,1
000138,20220421,1
000138,20220425,1
000138,20220426,1
000138,20220427,1
000138,20220428,1
000138,20220502,1
000138,20220503,1
000138,20220504,1
000138,20220505,1
000139,20220207,1
000139,20220208,1
000139,20220209,1
000139,20220210,1
000139,20220211,1
000139,20220214,1
000139,20220215,1
000140,20220307,1
000140,20220308,1
000140,20220309,1
000140,20220310,1
000140,20220311,1
000140,20220314,1
000140,20220315,1
000140,20220316,1
000140,20220317,1
000140,20220318,1
000140,20220321,1
000140,20220322,1
000140,20220323,1
000140,20220324,1
000140,20220325,1
000140,20220328,1
000140,20220401,1
000140,20220404,1
000140,20220408,1
000140,20220411,1
000140,20220419,1
000140,20220425,1
000140,20220429,1
000140,20220502,1
000140,20220506,1
000141,20220422,1
000142,20220313,1
000142,20220320,1
000142,20220327,1
000142,20220403,1
000142,20220410,1
000142,20220417,1
000142,20220418,1
000142,20220501,1
000142,20220508,1
000143,20220216,1
000143,20220217,1
000143,20220221,1
000143,20220222,1
000143,20220223,1
000143,20220224,1
000143,20220225,1
000143,20220228,1
000143,20220301,1
000143,20220302,1
000143,20220303,1
000143,20220304,1
000144,20220218,1
000145,20220307,1
000145,20220308,1
000145,20220309,1
000145,20220310,1
000145,20220314,1
000145,20220315,1
000145,20220316,1
000145,20220317,1
000145,20220321,1
000145,20220322,1
000145,20220323,1
000145,20220324,1
000145,20220328,1
000145,20220329,1
000145,20220330,1
000145,20220331,1
000145,20220404,1
000145,20220405,1
000145,20220406,1
000145,20220407,1
000145,20220411,1
000145,20220412,1
000145,20220413,1
000145,20220414,1
000145,20220419,1
000145,20220420,1
000145,20220421,1
000145,20220425,1
000145,20220426,1
000145,20220427,1
000145,20220428,1
000145,20220429,1
000145,20220502,1
000145,20220503,1
000145,20220504,1
000145,20220505,1
000145,20220506,1
000146,20220311,1
000146,20220318,1
000146,20220325,1
000146,20220401,1
000146,20220408,1
000146,20220415,1
000146,20220422,1
000147,20220312,1
000147,20220313,1
000147,20220319,1
000147,20220320,1
000147,20220326,1
000147,20220327,1
000147,20220402,1
000147,20220403,1
000147,20220409,1
000147,20220410,1
000147,20220417,1
000147,20220418,1
000147,20220424,1
000147,20220501,1
000147,20220507,1
000147,20220508,1
000148,20220416,1
000148,20220423,1
000148,20220430,1
000149,20220216,1
000149,20220217,1
000149,20220221,1
000149,20220222,1
000149,20220223,1
000149,20220224,1
000149,20220228,1
000149,20220301,1
000149,20220302,1
000149,20220303,1
000149,20220307,1
000149,20220308,1
000149,20220309,1
000149,20220310,1
000150,20220318,1
000150,20220325,1
000150,20220401,1
000150,20220408,1
000150,20220415,1
000150,20220422,1
000150,20220429,1
000150,20220506,1
000151,20220314,1
000151,20220315,1
000151,20220316,1
000151,20220317,1
000151,20220321,1
000151,20220322,1
000151,20220323,1
000151,20220324,1
000151,20220328,1
000151,20220329,1
000151,20220330,1
000151,20220331,1
000151,20220404,1
000151,20220405,1
000151,20220406,1
000151,20220407,1
000151,20220411,1
000151,20220412,1
000151,20220413,1
000151,20220414,1
000151,20220419,1
000151,20220420,1
000151,20220421,1
000151,20220425,1
000151,20220426,1
000151,20220427,1
000151,20220428,1
000151,20220502,1
000151,20220503,1
000151,20220504,1
000151,20220505,1
000152,20220207,1
000152,20220208,1
000152,20220209,1
000152,20220210,1
000153,20220216,1
000153,20220217,1
000153,20220218,1
000153,20220219,1
000153,20220220,1
000153,20220221,1
000153,20220222,1
000153,20220223,1
000153,20220224,1
000153,20220225,1
000153,20220226,1
000153,20220227,1
000153,20220228,1
000153,20220301,1
000153,20220302,1
000153,20220303,1
000153,20220304,1
000153,20220305,1
000153,20220306,1
000153,20220307,1
000153,20220308,1
000153,20220309,1
000153,20220310,1
000153,20220311,1
000153,20220312,1
000153,20220313,1
000153,20220314,1
000153,20220315,1
000153,20220316,1
000153,20220317,1
000153,20220318,1
000153,20220319,1
000153,20220320,1
000153,20220321,1
000153,20220322,1
000153,20220323,1
000153,20220324,1
000153,20220325,1
000153,20220327,1
000153,20220328,1
000153,20220329,1
000153,20220330,1
000153,20220331,1
000153,20220401,1
000153,20220403,1
000153,20220404,1
000153,20220405,1
000153,20220406,1
000153,20220407,1
000153,20220408,1
000153,20220410,1
000153,20220411,1
000153,20220412,1
000153,20220413,1
000153,20220414,1
000153,20220415,1
000153,20220417,1
000153,20220418,1
000153,20220419,1
000153,20220420,1
000153,20220421,1
000153,20220422,1
000153,20220424,1
000153,20220425,1
000153,20220426,1
000153,20220427,1
000153,20220428,1
000153,20220429,1
000153,20220501,1
000153,20220502,1
000153,20220503,1
000153,20220504,1
000153,20220505,1
000153,20220506,1
000153,20220508,1
000154,20220207,1
000154,20220208,1
000154,20220209,1
000154,20220210,1
000154,20220211,1
000154,20220212,1
000154,20220213,1
000154,20220214,1
000154,20220215,1
000155,20220402,1
000155,20220409,1
000155,20220416,1
000155,20220423,1
000155,20220430,1
000155,20220507,1
000156,20220218,1
000156,20220225,1
000156,20220227,1
000156,20220304,1
000156,20220305,1
000156,20220306,1
000156,20220311,1
000156,20220312,1
000156,20220313,1
000156,20220318,1
000156,20220319,1
000156,20220320,1
000156,20220325,1
000156,20220327,1
000156,20220401,1
000156,20220402,1
000156,20220403,1
000156,20220408,1
000156,20220409,1
000156,20220410,1
000156,20220415,1
000156,20220417,1
000156,20220418,1
000156,20220422,1
000156,20220429,1
000156,20220501,1
000156,20220506,1
000156,20220507,1
000156,20220508,1
000157,20220219,1
000157,20220220,1
000157,20220226,1
000157,20220416,1
000157,20220423,1
000157,20220424,1
000157,20220430,1
000158,20220218,1
000158,20220225,1
000158,20220304,1
000158,20220311,1
000158,20220318,1
000158,20220325,1
000158,20220401,1
000158,20220408,1
000158,20220415,1
000158,20220422,1
000158,20220429,1
000158,20220506,1
000159,20220228,1
000159,20220301,1
000159,20220302,1
000159,20220303,1
000159,20220307,1
000159,20220308,1
000159,20220309,1
000159,20220310,1
000159,20220314,1
000159,20220315,1
000159,20220316,1
000159,20220317,1
000159,20220321,1
000159,20220322,1
000159,20220323,1
000159,20220324,1
000159,20220328,1
000159,20220329,1
000159,20220330,1
000159,20220331,1
000159,20220404,1
000159,20220405,1
000159,20220406,1
000159,20220407,1
000159,20220411,1
000159,20220412,1
000159,20220413,1
000159,20220414,1
000159,20220419,1
000159,20220420,1
000159,20220421,1
000159,20220425,1
000159,20220426,1
000159,20220427,1
000159,20220428,1
000159,20220502,1
000159,20220503,1
000159,20220504,1
000159,20220505,1
000160,20220218,1
000160,20220220,1
000160,20220225,1
000160,20220227,1
000160,20220304,1
000160,20220306,1
000160,20220311,1
000160,20220313,1
000160,20220318,1
000160,20220320,1
000160,20220325,1
000160,20220327,1
000160,20220401,1
000160,20220408,1
000160,20220410,1
000160,20220415,1
000160,20220417,1
000160,20220418,1
000160,20220422,1
000160,20220424,1
000160,20220429,1
000160,20220501,1
000160,20220506,1
000161,20220403,1
000161,20220508,1
000162,20220312,1
000162,20220319,1
000162,20220326,1
000163,20220417,1
000163,20220424,1
000163,20220501,1
000163,20220508,1
000164,20220402,1
000164,20220423,1
000165,20220409,1
000165,20220416,1
000165,20220430,1
000165,20220507,1
000166,20220216,1
000166,20220217,1
000166,20220218,1
000166,20220221,1
000166,20220222,1
000166,20220223,1
000166,20220224,1
000166,20220225,1
000166,20220228,1
000166,20220301,1
000166,20220302,1
000166,20220303,1
000166,20220304,1
000166,20220307,1
000166,20220308,1
000166,20220309,1
000166,20220310,1
000167,20220314,1
000167,20220315,1
000167,20220316,1
000167,20220317,1
000167,20220321,1
000167,20220322,1
000167,20220323,1
000167,20220324,1
000167,20220328,1
000167,20220329,1
000167,20220330,1
000167,20220331,1
000167,20220404,1
000167,20220405,1
000167,20220406,1
000167,20220407,1
000167,20220408,1
000167,20220411,1
000167,20220412,1
000167,20220413,1
000167,20220414,1
000167,20220415,1
000167,20220419,1
000167,20220420,1
000167,20220421,1
000167,20220422,1
000167,20220425,1
000167,20220426,1
000167,20220427,1
000167,20220428,1
000167,20220429,1
000167,20220502,1
000167,20220503,1
000167,20220504,1
000167,20220505,1
000168,20220318,1
000168,20220325,1
000168,20220401,1
000168,20220506,1
000169,20220219,1
000169,20220226,1
000169,20220305,1
000169,20220312,1
000169,20220319,1
000169,20220326,1
000170,20220216,1
000170,20220217,1
000170,20220218,1
000170,20220221,1
000170,20220222,1
000170,20220223,1
000170,20220224,1
000170,20220225,1
000170,20220228,1
000170,20220301,1
000170,20220302,1
000170,20220303,1
000170,20220304,1
000170,20220307,1
000170,20220308,1
000170,20220309,1
000170,20220310,1
000170,20220311,1
000170,20220314,1
000170,20220315,1
000170,20220316,1
000170,20220317,1
000170,20220318,1
000170,20220321,1
000170,20220322,1
000170,20220323,1
000170,20220324,1
000170,20220325,1
000170,20220328,1
000170,20220329,1
000170,20220330,1
000170,20220331,1
000170,20220401,1
000170,20220404,1
000170,20220405,1
000170,20220406,1
000170,20220407,1
000170,20220408,1
000170,20220411,1
000170,20220412,1
000170,20220413,1
000170,20220414,1
000170,20220415,1
000170,20220419,1
000170,20220420,1
000170,20220421,1
000170,20220422,1
000170,20220425,1
000170,20220426,1
000170,20220427,1
000170,20220428,1
000170,20220429,1
000170,20220502,1
000170,20220503,1
000170,20220504,1
000170,20220505,1
000170,20220506,1
000171,20220220,1
000171,20220227,1
000171,20220306,1
000171,20220313,1
000171,20220320,1
000171,20220327,1
000171,20220402,1
000171,20220403,1
000171,20220409,1
000171,20220410,1
000171,20220416,1
000171,20220417,1
000171,20220418,1
000171,20220423,1
000171,20220424,1
000171,20220430,1
000171,20220501,1
000171,20220507,1
000171,20220508,1
000172,20220313,1
000172,20220320,1
000172,20220403,1
000172,20220410,1
000172,20220417,1
000172,20220418,1
000172,20220424,1
000172,20220501,1
000172,20220508,1
000173,20220221,1
000173,20220228,1
000173,20220307,1
000173,20220314,1
000173,20220321,1
000173,20220328,1
000173,20220404,1
000173,20220411,1
000173,20220419,1
000173,20220425,1
000173,20220502,1
000174,20220216,1
000174,20220217,1
000174,20220218,1
000174,20220222,1
000174,20220223,1
000174,20220224,1
000174,20220225,1
000174,20220301,1
000174,20220302,1
000174,20220303,1
000174,20220304,1
000174,20220308,1
000174,20220309,1
000174,20220310,1
000174,20220311,1
000174,20220315,1
000174,20220316,1
000174,20220317,1
000174,20220318,1
000174,20220322,1
000174,20220323,1
000174,20220324,1
000174,20220325,1
000174,20220329,1
000174,20220330,1
000174,20220331,1
000174,20220401,1
000174,20220405,1
000174,20220406,1
000174,20220407,1
000174,20220408,1
000174,20220412,1
000174,20220413,1
000174,20220414,1
000174,20220415,1
000174,20220420,1
000174,20220421,1
000174,20220422,1
000174,20220426,1
000174,20220427,1
000174,20220428,1
000174,20220429,1
000174,20220503,1
000174,20220504,1
000174,20220505,1
000174,20220506,1
000175,20220207,1
000175,20220214,1
000176,20220208,1
000176,20220209,1
000176,20220210,1
000176,20220211,1
000176,20220215,1
000177,20220219,1
000177,20220226,1
000177,20220305,1
000177,20220312,1
000177,20220319,1
000178,20220216,1
